Country,Vendor INCO Term,Shipment Mode,Scheduled Delivery Date,Delivered to Client Date,Vendor,Line Item Quantity,Line Item Value,Pack Price,Unit Price,First Line Designation,FreightCost ,LineItemInsurance  ,Manufacturing country
South Africa,DDP,Truck,24-Apr-08,24-Apr-08,S. BUYS WHOLESALER,6,47.28,7.88,0.09,No,Freight Included in Commodity Cost,0.08,France
South Africa,DDP,Truck,24-Apr-08,24-Apr-08,S. BUYS WHOLESALER,500,10925.0,21.85,0.73,No,Freight Included in Commodity Cost,17.48,Saudi Arabia
Nigeria,EXW,Air,28-May-08,28-May-08,"Orgenics, Ltd",1130,11.3,0.01,0.0,Yes,Invoiced Separately,0.02,India
South Africa,DDP,Truck,20-Aug-08,8-May-08,S. BUYS WHOLESALER,670,24783.3,36.99,0.21,No,Freight Included in Commodity Cost,39.65,United Kingdom
South Africa,DDP,Truck,20-Aug-08,14-May-08,S. BUYS WHOLESALER,1000,16630.0,16.63,0.28,Yes,Freight Included in Commodity Cost,26.61,Australia
South Africa,DDP,Truck,20-Aug-08,8-May-08,S. BUYS WHOLESALER,30,435.9,14.53,0.06,No,Freight Included in Commodity Cost,0.7,India
South Africa,DDP,Truck,7-Oct-08,14-Jul-08,S. BUYS WHOLESALER,50,663.5,13.27,0.22,Yes,Freight Included in Commodity Cost,1.06,Australia
South Africa,DDP,Truck,7-Oct-08,8-Jul-08,S. BUYS WHOLESALER,250,715.0,2.86,0.1,No,Freight Included in Commodity Cost,1.14,Saudi Arabia
South Africa,DDP,Truck,7-Oct-08,8-Jul-08,S. BUYS WHOLESALER,60,1096.2,18.27,0.61,No,Freight Included in Commodity Cost,1.75,France
South Africa,DDP,Truck,7-Oct-08,8-Jul-08,S. BUYS WHOLESALER,12,150.48,12.54,0.06,No,Freight Included in Commodity Cost,0.24,France
South Africa,DDP,Truck,25-Aug-08,14-Aug-08,S. BUYS WHOLESALER,300,7080.0,23.6,0.79,Yes,Freight Included in Commodity Cost,11.33,Saudi Arabia
South Africa,DDP,Truck,25-Aug-08,14-Aug-08,S. BUYS WHOLESALER,40,557.6,13.94,0.06,No,Freight Included in Commodity Cost,0.89,India
South Africa,DDP,Truck,17-May-09,9-Oct-08,S. BUYS WHOLESALER,1300,20410.0,15.7,0.52,No,Freight Included in Commodity Cost,40.0,India
South Africa,DDP,Truck,17-May-09,9-Oct-08,S. BUYS WHOLESALER,120,733.2,6.11,0.03,No,Freight Included in Commodity Cost,1.44,Saudi Arabia
South Africa,DDP,Truck,17-May-09,9-Oct-08,S. BUYS WHOLESALER,6,424.08,70.68,0.26,No,Freight Included in Commodity Cost,0.83,Switzerland
South Africa,DDP,Truck,17-May-09,9-Oct-08,S. BUYS WHOLESALER,40,540.4,13.51,0.06,No,Freight Included in Commodity Cost,1.06,India
South Africa,DDP,Air,17-Mar-09,28-Nov-08,S. BUYS WHOLESALER,176,3359.84,19.09,0.21,Yes,Freight Included in Commodity Cost,6.59,India
South Africa,DDP,Air,24-Mar-09,1-Dec-08,S. BUYS WHOLESALER,5017,24583.3,4.9,0.08,Yes,Freight Included in Commodity Cost,48.18,India
South Africa,DDP,Air,31-Mar-09,2-Dec-08,S. BUYS WHOLESALER,929,3390.85,3.65,0.02,No,Freight Included in Commodity Cost,6.65,India
South Africa,DDP,Air,23-Jun-09,29-Jan-09,S. BUYS WHOLESALER,6700,36582.0,5.46,0.09,Yes,Freight Included in Commodity Cost,71.7,India
South Africa,DDP,Air,5-Dec-09,30-Dec-08,S. BUYS WHOLESALER,1350,19062.0,14.12,0.24,No,Freight Included in Commodity Cost,37.36,Australia
South Africa,DDP,Air,26-May-09,22-Jan-09,S. BUYS WHOLESALER,1120,16307.2,14.56,0.49,Yes,Freight Included in Commodity Cost,31.96,India
South Africa,DDP,Air,31-Mar-09,21-Nov-08,S. BUYS WHOLESALER,100,371.0,3.71,0.06,No,Freight Included in Commodity Cost,0.73,France
South Africa,DDP,Air,30-Mar-09,21-Jan-09,S. BUYS WHOLESALER,1000,2920.0,2.92,0.05,Yes,Freight Included in Commodity Cost,5.72,India
South Africa,DDP,Air,30-Mar-09,21-Jan-09,S. BUYS WHOLESALER,260,4035.2,15.52,0.26,No,Freight Included in Commodity Cost,7.91,India
South Africa,DDP,Truck,17-Apr-09,17-Apr-09,S. BUYS WHOLESALER,5000,160900.0,32.18,0.36,Yes,Freight Included in Commodity Cost,315.36,Saudi Arabia
South Africa,DDP,Air,25-Jun-09,20-Apr-09,S. BUYS WHOLESALER,166,2265.9,13.65,2.73,No,Freight Included in Commodity Cost,4.44,United Kingdom
South Africa,DDP,Air,25-Jun-09,20-Apr-09,S. BUYS WHOLESALER,1500,15150.0,10.1,0.17,No,Freight Included in Commodity Cost,29.69,France
South Africa,DDP,Air,31-Jul-09,20-Apr-09,S. BUYS WHOLESALER,40,1440.0,36.0,0.12,Yes,Freight Included in Commodity Cost,2.82,United Kingdom
South Africa,DDP,Truck,31-Jul-09,4-May-09,S. BUYS WHOLESALER,6,43.2,7.2,0.08,Yes,Freight Included in Commodity Cost,0.08,France
South Africa,DDP,Truck,31-Jul-09,8-Jun-09,S. BUYS WHOLESALER,6,43.2,7.2,0.08,Yes,Freight Included in Commodity Cost,0.08,France
Vietnam,CIP,Air,19-Aug-09,19-Aug-09,BRISTOL-MYERS SQUIBB,120,840.0,7.0,0.12,Yes,Freight Included in Commodity Cost,1.65,France
South Africa,DDP,Truck,10-Dec-09,3-Aug-09,S. BUYS WHOLESALER,20,438.0,21.9,0.73,Yes,Freight Included in Commodity Cost,0.86,France
South Africa,DDP,Truck,21-Jul-09,21-Jul-09,S. BUYS WHOLESALER,320,1475.2,4.61,0.08,Yes,Freight Included in Commodity Cost,2.89,France
Namibia,EXW,Air,29-Aug-07,29-Aug-07,"Orgenics, Ltd",150,11250.0,75.0,3.0,Yes,Invoiced Separately,18.0,Poland
Haiti,EXW,Air,22-Aug-08,22-Aug-08,"Trinity Biotech, Plc",2,278.0,139.0,1.39,Yes,Invoiced Separately,0.44,India
Haiti,EXW,Air,27-Feb-08,18-Feb-08,"Trinity Biotech, Plc",4,556.0,139.0,1.39,Yes,Invoiced Separately,0.89,India
South Africa,DDP,Truck,2-May-08,21-Jan-08,"JSI R&T INSTITUTE, INC.",400,8416.0,21.04,0.7,Yes,Freight Included in Commodity Cost,13.47,France
Ethiopia,CIP,Air,27-Feb-08,27-Feb-08,SUB-SAHARAN BIOMEDICAL P.L.C.,805,62967.1,78.22,0.78,Yes,Freight Included in Commodity Cost,100.75,India
Mozambique,EXW,Air,13-Jun-08,13-Jun-08,"Orgenics, Ltd",4200,42.0,0.01,0.0,Yes,Invoiced Separately,0.07,India
South Africa,DDP,Truck,24-Apr-08,29-Feb-08,S. BUYS WHOLESALER,20,563.0,28.15,0.31,Yes,Freight Included in Commodity Cost,0.9,Saudi Arabia
South Africa,DDP,Truck,24-Apr-08,24-Apr-08,S. BUYS WHOLESALER,2500,37500.0,15.0,0.5,No,Freight Included in Commodity Cost,60.0,India
Botswana,EXW,Air,31-Jul-08,7-Jul-08,"Orgenics, Ltd",100,1.0,0.01,0.0,Yes,Invoiced Separately,0.0,India
Ethiopia,DDP,Air,7-Jan-08,1-Jul-08,SETEMA LIMITED PLC,81,3798.09,46.89,2.34,Yes,Freight Included in Commodity Cost,6.08,India
South Africa,DDP,Truck,20-Aug-08,14-May-08,S. BUYS WHOLESALER,4,38.88,9.72,0.12,No,Freight Included in Commodity Cost,0.06,United Kingdom
South Africa,DDP,Truck,20-Aug-08,8-May-08,S. BUYS WHOLESALER,150,3166.5,21.11,0.35,No,Freight Included in Commodity Cost,5.07,India
South Africa,DDP,Truck,20-Aug-08,8-May-08,S. BUYS WHOLESALER,1350,6979.5,5.17,0.09,No,Freight Included in Commodity Cost,11.17,France
South Africa,DDP,Truck,7-Oct-08,8-Jul-08,S. BUYS WHOLESALER,1000,16190.0,16.19,0.54,No,Freight Included in Commodity Cost,25.9,India
South Africa,DDP,Truck,25-Aug-08,18-Aug-08,S. BUYS WHOLESALER,60,360.6,6.01,0.03,Yes,Freight Included in Commodity Cost,0.58,Saudi Arabia
South Africa,DDP,Truck,25-Aug-08,14-Aug-08,S. BUYS WHOLESALER,130,644.8,4.96,0.08,No,Freight Included in Commodity Cost,1.03,France
South Africa,DDP,Truck,25-Aug-08,18-Aug-08,S. BUYS WHOLESALER,40,1337.2,33.43,0.56,No,Freight Included in Commodity Cost,2.14,United Kingdom
Namibia,EXW,Air,25-Sep-08,25-Sep-08,"Orgenics, Ltd",1,75.0,75.0,3.0,Yes,Invoiced Separately,0.12,India
South Africa,DDP,Truck,17-May-09,9-Oct-08,S. BUYS WHOLESALER,1200,5772.0,4.81,0.08,No,Freight Included in Commodity Cost,11.31,France
South Africa,DDP,Air,17-Mar-09,28-Nov-08,S. BUYS WHOLESALER,1000,3970.0,3.97,0.07,No,Freight Included in Commodity Cost,7.78,France
South Africa,DDP,Air,17-Mar-09,28-Nov-08,S. BUYS WHOLESALER,3675,9371.25,2.55,0.04,No,Freight Included in Commodity Cost,18.37,India
South Africa,DDP,Air,24-Mar-09,1-Dec-08,S. BUYS WHOLESALER,824,15515.92,18.83,0.21,No,Freight Included in Commodity Cost,30.41,India
South Africa,DDP,Air,14-Apr-09,4-Dec-08,S. BUYS WHOLESALER,10560,163046.4,15.44,0.26,Yes,Freight Included in Commodity Cost,319.57,India
South Africa,DDP,Air,4-Jul-09,3-Dec-08,S. BUYS WHOLESALER,1560,23649.6,15.16,0.25,No,Freight Included in Commodity Cost,46.35,India
South Africa,DDP,Air,21-Apr-09,5-Dec-08,S. BUYS WHOLESALER,360,849.6,2.36,0.08,Yes,4230.75,1.67,Saudi Arabia
South Africa,DDP,Air,26-May-09,22-Jan-09,S. BUYS WHOLESALER,3000,5970.0,1.99,0.01,Yes,Freight Included in Commodity Cost,11.7,India
South Africa,DDP,Air,17-Jun-09,3-Apr-09,S. BUYS WHOLESALER,1977,23091.36,11.68,0.19,Yes,Freight Included in Commodity Cost,45.26,India
South Africa,DDP,Air,17-Jun-09,17-Apr-09,S. BUYS WHOLESALER,282,4314.6,15.3,0.51,Yes,Freight Included in Commodity Cost,8.46,India
South Africa,DDP,Air,31-Mar-09,21-Nov-08,S. BUYS WHOLESALER,30,312.6,10.42,0.04,No,Freight Included in Commodity Cost,0.61,India
South Africa,DDP,Air,30-Mar-09,21-Jan-09,S. BUYS WHOLESALER,60,1095.0,18.25,0.61,No,Freight Included in Commodity Cost,2.15,France
South Africa,DDP,Air,30-Mar-09,21-Jan-09,S. BUYS WHOLESALER,10,125.1,12.51,2.5,No,Freight Included in Commodity Cost,0.25,United Kingdom
South Africa,DDP,Air,30-Mar-09,23-Jan-09,S. BUYS WHOLESALER,2,114.9,57.45,0.21,Yes,Freight Included in Commodity Cost,0.23,Switzerland
South Africa,DDP,Air,30-Mar-09,23-Jan-09,S. BUYS WHOLESALER,20,147.0,7.35,0.09,Yes,Freight Included in Commodity Cost,0.29,United Kingdom
South Africa,DDP,Air,25-Jun-09,20-Apr-09,S. BUYS WHOLESALER,334,4559.1,13.65,2.73,Yes,Freight Included in Commodity Cost,8.94,United Kingdom
South Africa,DDP,Air,25-Jun-09,8-Apr-09,S. BUYS WHOLESALER,3500,44170.0,12.62,0.42,Yes,Freight Included in Commodity Cost,86.57,India
South Africa,DDP,Air,25-Jun-09,8-Apr-09,S. BUYS WHOLESALER,2000,43360.0,21.68,0.24,No,Freight Included in Commodity Cost,84.99,India
South Africa,DDP,Air,25-Jun-09,9-Apr-09,S. BUYS WHOLESALER,1400,49532.0,35.38,0.29,Yes,Freight Included in Commodity Cost,97.08,Germany
South Africa,DDP,Air,25-Jun-09,9-Apr-09,S. BUYS WHOLESALER,1800,7110.0,3.95,0.07,No,Freight Included in Commodity Cost,13.94,France
South Africa,DDP,Air,25-Jun-09,21-Apr-09,S. BUYS WHOLESALER,800,9888.0,12.36,0.12,Yes,Freight Included in Commodity Cost,19.38,United Kingdom
South Africa,DDP,Truck,25-Jun-09,5-Jun-09,S. BUYS WHOLESALER,36,254.88,7.08,0.12,Yes,Freight Included in Commodity Cost,0.5,India
South Africa,DDP,Truck,15-May-09,4-May-09,S. BUYS WHOLESALER,30,371.1,12.37,0.12,Yes,Freight Included in Commodity Cost,0.73,United Kingdom
Côte d'Ivoire,CIP,Air,8-Nov-09,11-Aug-09,GLAXOSMITHKLINE EXPORT LIMITED,2048,109998.08,53.71,0.9,Yes,Freight Included in Commodity Cost,215.6,United Kingdom
Vietnam,CIP,Air,23-Jul-09,23-Jul-09,BRISTOL-MYERS SQUIBB,120,840.0,7.0,0.12,Yes,Freight Included in Commodity Cost,1.65,France
South Africa,DDP,Truck,10-Dec-09,21-Jul-09,S. BUYS WHOLESALER,360,7041.6,19.56,0.33,Yes,Freight Included in Commodity Cost,13.8,India
South Africa,DDP,Truck,10-Dec-09,21-Jul-09,S. BUYS WHOLESALER,40,678.8,16.97,0.57,No,Freight Included in Commodity Cost,1.33,France
South Africa,DDP,Truck,10-Dec-09,28-Jul-09,S. BUYS WHOLESALER,200,3136.0,15.68,0.26,No,Freight Included in Commodity Cost,6.15,United Kingdom
South Africa,DDP,Truck,10-Dec-09,28-Jul-09,S. BUYS WHOLESALER,30,328.2,10.94,0.05,No,Freight Included in Commodity Cost,0.64,India
South Africa,DDP,Truck,10-Dec-09,28-Jul-09,S. BUYS WHOLESALER,30,2298.0,76.6,0.28,No,Freight Included in Commodity Cost,4.5,Switzerland
South Africa,DDP,Truck,9-Aug-09,31-Aug-09,S. BUYS WHOLESALER,300,7440.0,24.8,0.83,Yes,Freight Included in Commodity Cost,14.58,Saudi Arabia
Guyana,EXW,Air,8-Sep-07,9-Aug-07,"Orgenics, Ltd",300,3.0,0.01,0.0,Yes,Invoiced Separately,0.0,India
Côte d'Ivoire,CIP,Air,27-Aug-07,27-Aug-07,BRISTOL-MYERS SQUIBB,1161,6548.04,5.64,0.09,Yes,Freight Included in Commodity Cost,10.48,France
Guyana,EXW,Air,21-Sep-07,21-Sep-07,"Orgenics, Ltd",442,4.42,0.01,0.0,Yes,Invoiced Separately,0.01,India
South Africa,DDP,Truck,2-May-08,4-Feb-08,"JSI R&T INSTITUTE, INC.",800,21720.0,27.15,0.9,Yes,Freight Included in Commodity Cost,34.75,France
Botswana,EXW,Air,23-Jun-08,23-Jun-08,"Orgenics, Ltd",200,2.0,0.01,0.0,Yes,Invoiced Separately,0.0,India
Kyrgyzstan,DDP,Air,14-Jun-08,14-Jun-08,"Orgenics, Ltd",500,39500.0,79.0,1.98,Yes,Freight Included in Commodity Cost,63.2,Poland
Namibia,EXW,Air,6-Apr-08,4-Jun-08,"Orgenics, Ltd",142,1.42,0.01,0.0,Yes,Invoiced Separately,0.0,India
South Africa,DDP,Truck,24-Apr-08,24-Apr-08,S. BUYS WHOLESALER,1000,6410.0,6.41,0.03,No,Freight Included in Commodity Cost,10.26,Saudi Arabia
Haiti,DDP,Air,18-Apr-08,3-Jan-08,REINBOLD EXPORT IMPORT,30,2550.0,85.0,0.85,Yes,Freight Included in Commodity Cost,4.08,India
South Africa,DDP,Truck,20-Aug-08,8-May-08,S. BUYS WHOLESALER,4,52.96,13.24,0.22,No,Freight Included in Commodity Cost,0.08,France
South Africa,DDP,Truck,6-Dec-08,9-Jun-08,S. BUYS WHOLESALER,400,9536.0,23.84,0.79,No,Freight Included in Commodity Cost,15.26,Saudi Arabia
Tanzania,CIP,Air,11-Mar-08,3-Nov-08,BRISTOL-MYERS SQUIBB,2597,61470.99,23.67,0.79,Yes,Freight Included in Commodity Cost,120.48,France
Nigeria,DDP,Air,27-Aug-08,27-Aug-08,BUNDI INTERNATIONAL DIAGNOSTICS LTD,1369,51337.5,37.5,37.5,Yes,Freight Included in Commodity Cost,100.62,India
Zambia,CIP,Air,20-Feb-09,20-Feb-09,BRISTOL-MYERS SQUIBB,545,3815.0,7.0,0.12,Yes,Freight Included in Commodity Cost,7.48,France
South Africa,DDP,Truck,17-May-09,9-Oct-08,S. BUYS WHOLESALER,200,592.0,2.96,0.1,No,Freight Included in Commodity Cost,1.16,Saudi Arabia
South Africa,DDP,Air,17-Mar-09,28-Nov-08,S. BUYS WHOLESALER,7000,113050.0,16.15,0.54,No,Freight Included in Commodity Cost,221.58,India
South Africa,DDP,Air,17-Mar-09,28-Nov-08,S. BUYS WHOLESALER,983,4875.68,4.96,0.08,No,Freight Included in Commodity Cost,9.56,India
South Africa,DDP,Air,24-Mar-09,1-Dec-08,S. BUYS WHOLESALER,1325,3339.0,2.52,0.04,No,Freight Included in Commodity Cost,6.54,India
South Africa,DDP,Air,31-Mar-09,2-Dec-08,S. BUYS WHOLESALER,2880,44812.8,15.56,0.26,No,Freight Included in Commodity Cost,87.83,India
South Africa,DDP,Air,16-Jun-09,28-Jan-09,S. BUYS WHOLESALER,6800,82620.0,12.15,0.2,Yes,Freight Included in Commodity Cost,161.94,India
South Africa,DDP,Air,7-Jul-09,2-Feb-09,S. BUYS WHOLESALER,3414,49810.26,14.59,0.49,Yes,Freight Included in Commodity Cost,97.63,India
South Africa,DDP,Air,4-Jul-09,3-Dec-08,S. BUYS WHOLESALER,5000,62750.0,12.55,0.21,No,Freight Included in Commodity Cost,122.99,Australia
South Africa,DDP,Air,5-May-09,23-Dec-08,S. BUYS WHOLESALER,6215,102609.65,16.51,0.55,No,Freight Included in Commodity Cost,201.11,India
South Africa,DDP,Air,5-May-09,23-Dec-08,S. BUYS WHOLESALER,3000,7470.0,2.49,0.08,No,Freight Included in Commodity Cost,14.64,Saudi Arabia
South Africa,DDP,Air,26-May-09,22-Jan-09,S. BUYS WHOLESALER,500,1530.0,3.06,0.1,No,Freight Included in Commodity Cost,3.0,India
South Africa,DDP,Air,31-Mar-09,21-Nov-08,S. BUYS WHOLESALER,1200,14532.0,12.11,0.4,No,Freight Included in Commodity Cost,28.48,India
South Africa,DDP,Air,31-Mar-09,21-Nov-08,S. BUYS WHOLESALER,500,8820.0,17.64,0.59,No,Freight Included in Commodity Cost,17.29,Saudi Arabia
South Africa,DDP,Air,31-Mar-09,21-Nov-08,S. BUYS WHOLESALER,80,2336.0,29.2,0.97,No,Freight Included in Commodity Cost,4.58,Saudi Arabia
South Africa,DDP,Air,4-Jan-09,21-Nov-08,S. BUYS WHOLESALER,1,5.97,5.97,0.07,Yes,Freight Included in Commodity Cost,0.01,France
South Africa,DDP,Air,4-Jan-09,26-Nov-08,S. BUYS WHOLESALER,500,6555.0,13.11,0.22,Yes,1521.4,12.85,Australia
South Africa,DDP,Air,4-Mar-09,11-Feb-09,S. BUYS WHOLESALER,300,1179.0,3.93,0.07,Yes,Freight Included in Commodity Cost,2.31,France
South Africa,DDP,Air,30-Mar-09,21-Jan-09,S. BUYS WHOLESALER,80,188.8,2.36,0.08,No,Freight Included in Commodity Cost,0.37,Saudi Arabia
South Africa,DDP,Air,30-Mar-09,21-Jan-09,S. BUYS WHOLESALER,28,1578.92,56.39,0.21,No,Freight Included in Commodity Cost,3.09,Switzerland
South Africa,DDP,Air,30-Mar-09,21-Jan-09,S. BUYS WHOLESALER,30,829.5,27.65,0.31,No,Freight Included in Commodity Cost,1.63,Saudi Arabia
South Africa,DDP,Air,25-Jun-09,25-Jun-09,S. BUYS WHOLESALER,108,610.2,5.65,0.02,Yes,Freight Included in Commodity Cost,1.2,India
South Africa,DDP,Air,25-Jun-09,15-Apr-09,S. BUYS WHOLESALER,9620,68109.6,7.08,0.12,Yes,Freight Included in Commodity Cost,133.49,India
South Africa,DDP,Truck,21-Apr-09,17-Apr-09,S. BUYS WHOLESALER,250,5315.0,21.26,0.71,Yes,Freight Included in Commodity Cost,10.42,Saudi Arabia
South Africa,DDP,Truck,15-May-09,15-May-09,S. BUYS WHOLESALER,100,3220.0,32.2,0.36,Yes,Freight Included in Commodity Cost,6.31,Saudi Arabia
South Africa,DDP,Truck,15-May-09,21-Apr-09,S. BUYS WHOLESALER,400,14400.0,36.0,0.3,Yes,Freight Included in Commodity Cost,28.22,Germany
South Africa,DDP,Truck,10-Dec-09,21-Jul-09,S. BUYS WHOLESALER,30,1081.8,36.06,0.6,No,Freight Included in Commodity Cost,2.12,United Kingdom
South Africa,DDP,Truck,10-Dec-09,28-Jul-09,S. BUYS WHOLESALER,200,8396.0,41.98,0.35,No,Freight Included in Commodity Cost,16.46,Germany
Côte d'Ivoire,CIP,Air,15-Sep-09,15-Sep-09,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),20,822.0,41.1,0.14,Yes,Freight Included in Commodity Cost,1.61,United Kingdom
Haiti,EXW,Air,13-Aug-07,13-Aug-07,"Orgenics, Ltd",450,4.5,0.01,0.0,Yes,Invoiced Separately,0.01,India
Benin,EXW,Air,3-Oct-08,10-Mar-08,"Orgenics, Ltd",1436,14.36,0.01,0.0,Yes,Invoiced Separately,0.02,India
Zambia,EXW,Air,22-Apr-08,22-Apr-08,"Orgenics, Ltd",2000,20.0,0.01,0.0,Yes,Invoiced Separately,0.03,India
Nigeria,EXW,Air,5-Aug-08,7-Apr-08,"Orgenics, Ltd",285,2.85,0.01,0.0,Yes,Invoiced Separately,0.0,India
South Africa,DDP,Truck,24-Apr-08,29-Feb-08,S. BUYS WHOLESALER,1000,16400.0,16.4,0.27,No,Freight Included in Commodity Cost,26.24,Australia
South Africa,DDP,Truck,24-Apr-08,24-Apr-08,S. BUYS WHOLESALER,200,978.0,4.89,0.08,No,Freight Included in Commodity Cost,1.56,France
South Africa,DDP,Truck,24-Apr-08,24-Apr-08,S. BUYS WHOLESALER,20,723.4,36.17,1.21,No,Freight Included in Commodity Cost,1.16,Saudi Arabia
Botswana,EXW,Air,20-Jan-09,20-Jan-09,"Orgenics, Ltd",100,1.0,0.01,0.0,Yes,Invoiced Separately,0.0,India
South Africa,DDP,Truck,20-Aug-08,14-May-08,S. BUYS WHOLESALER,8,397.92,49.74,0.83,No,Freight Included in Commodity Cost,0.64,United Kingdom
South Africa,DDP,Truck,20-Aug-08,8-May-08,S. BUYS WHOLESALER,4,56.16,14.04,0.23,No,Freight Included in Commodity Cost,0.09,France
South Africa,DDP,Truck,20-Aug-08,8-May-08,S. BUYS WHOLESALER,30,738.3,24.61,0.82,No,Freight Included in Commodity Cost,1.18,Germany
South Africa,DDP,Truck,20-Aug-08,8-May-08,S. BUYS WHOLESALER,6,78.48,13.08,0.07,No,Freight Included in Commodity Cost,0.13,France
Haiti,CIP,Air,14-Jan-09,14-Jan-09,Orasure Technologies Inc.,28,9800.0,350.0,3.5,Yes,Freight Included in Commodity Cost,19.21,Thailand
South Africa,DDP,Truck,7-Oct-08,8-Jul-08,S. BUYS WHOLESALER,30,1171.5,39.05,1.3,No,Freight Included in Commodity Cost,1.87,Saudi Arabia
South Africa,DDP,Truck,25-Aug-08,14-Aug-08,S. BUYS WHOLESALER,350,1736.0,4.96,0.08,No,Freight Included in Commodity Cost,2.78,France
South Africa,DDP,Truck,25-Aug-08,14-Aug-08,S. BUYS WHOLESALER,100,1828.0,18.28,0.61,No,Freight Included in Commodity Cost,2.92,France
South Africa,DDP,Truck,17-May-09,9-Oct-08,S. BUYS WHOLESALER,120,2355.6,19.63,0.33,No,Freight Included in Commodity Cost,4.62,India
Guyana,CIP,Air,3-Jun-09,6-Mar-09,ZEPHYR BIOMEDICALS,108,4050.0,37.5,1.5,Yes,Freight Included in Commodity Cost,7.94,Poland
South Africa,DDP,Air,17-Mar-09,28-Nov-08,S. BUYS WHOLESALER,5000,27450.0,5.49,0.09,No,Freight Included in Commodity Cost,53.8,India
South Africa,DDP,Air,31-Mar-09,2-Dec-08,S. BUYS WHOLESALER,1320,1504.8,1.14,0.01,No,Freight Included in Commodity Cost,2.95,France
South Africa,DDP,Air,31-Mar-09,2-Dec-08,S. BUYS WHOLESALER,500,1000.0,2.0,0.01,No,Freight Included in Commodity Cost,1.96,India
South Africa,DDP,Air,14-Apr-09,4-Dec-08,S. BUYS WHOLESALER,10260,39193.2,3.82,0.06,No,Freight Included in Commodity Cost,76.82,France
South Africa,DDP,Air,16-Jun-09,28-Jan-09,S. BUYS WHOLESALER,20213,50734.63,2.51,0.04,No,Freight Included in Commodity Cost,99.44,India
South Africa,DDP,Air,4-Jul-09,3-Dec-08,S. BUYS WHOLESALER,1140,4286.4,3.76,0.06,No,Freight Included in Commodity Cost,8.4,France
South Africa,DDP,Air,31-Mar-09,21-Nov-08,S. BUYS WHOLESALER,400,440.0,1.1,0.01,No,Freight Included in Commodity Cost,0.86,France
South Africa,DDP,Air,18-Mar-09,18-Mar-09,S. BUYS WHOLESALER,44,237.6,5.4,0.02,Yes,Freight Included in Commodity Cost,0.47,Saudi Arabia
South Africa,DDP,Air,30-Mar-09,21-Jan-09,S. BUYS WHOLESALER,1600,26624.0,16.64,0.55,No,Freight Included in Commodity Cost,52.18,Saudi Arabia
South Africa,DDP,Air,30-Mar-09,21-Jan-09,S. BUYS WHOLESALER,800,9856.0,12.32,0.21,No,Freight Included in Commodity Cost,19.32,Australia
South Africa,DDP,Air,25-Jun-09,30-Oct-09,S. BUYS WHOLESALER,3304,18667.6,5.65,0.02,Yes,Freight Included in Commodity Cost,40.25,India
South Africa,DDP,Air,25-Jun-09,8-Apr-09,S. BUYS WHOLESALER,1200,7248.0,6.04,0.03,No,Freight Included in Commodity Cost,14.21,India
South Africa,DDP,Air,25-Jun-09,21-Apr-09,S. BUYS WHOLESALER,2775,8325.0,3.0,0.05,No,Freight Included in Commodity Cost,16.32,India
South Africa,DDP,Air,25-Jun-09,15-Apr-09,S. BUYS WHOLESALER,150,1407.0,9.38,0.04,No,Freight Included in Commodity Cost,2.76,India
South Africa,DDP,Air,25-Jun-09,16-Apr-09,S. BUYS WHOLESALER,6500,82030.0,12.62,0.42,Yes,Freight Included in Commodity Cost,160.78,India
South Africa,DDP,Truck,21-Apr-09,21-Apr-09,S. BUYS WHOLESALER,650,13819.0,21.26,0.71,Yes,Freight Included in Commodity Cost,27.09,Saudi Arabia
South Africa,DDP,Truck,15-May-09,20-Apr-09,S. BUYS WHOLESALER,2000,25040.0,12.52,0.42,Yes,Freight Included in Commodity Cost,49.08,India
South Africa,DDP,Truck,15-May-09,17-Jul-09,S. BUYS WHOLESALER,24,94.8,3.95,0.07,Yes,Freight Included in Commodity Cost,0.19,France
Vietnam,CIP,Air,22-Jun-09,22-Jun-09,BRISTOL-MYERS SQUIBB,120,840.0,7.0,0.12,Yes,Freight Included in Commodity Cost,1.65,France
South Africa,DDP,Truck,28-Jul-09,5-Aug-09,S. BUYS WHOLESALER,50,2099.0,41.98,0.14,Yes,Freight Included in Commodity Cost,4.11,United Kingdom
South Africa,DDP,Truck,10-Dec-09,3-Aug-09,S. BUYS WHOLESALER,140,3540.6,25.29,0.28,No,Freight Included in Commodity Cost,6.94,India
Mozambique,CIP,Air,9-Jun-07,6-Sep-07,INTERNATIONAL HEALTHCARE DISTRIBUTORS,44,859.65,19.54,0.65,Yes,Freight Included in Commodity Cost,1.38,France
Tanzania,CIP,Air,5-Aug-08,8-May-08,GLAXOSMITHKLINE EXPORT LIMITED,132,3300.0,25.0,0.1,Yes,Freight Included in Commodity Cost,5.28,Saudi Arabia
Lesotho,DDP,Air,3-Dec-08,12-Mar-08,Orasure Technologies Inc.,7,2450.0,350.0,3.5,Yes,Freight Included in Commodity Cost,3.92,Thailand
Vietnam,DDU,Truck,5-Dec-08,16-Apr-08,CENTRAL PHARMACEUTICAL COMPANY NO. 1,1968,40717.92,20.69,0.69,Yes,1401.49,65.15,Germany
South Africa,DDP,Truck,24-Apr-08,24-Apr-08,S. BUYS WHOLESALER,10,394.0,39.4,0.13,No,Freight Included in Commodity Cost,0.63,United Kingdom
